ecmen_public_time,Normal_vwap,VALUE_hdd,10Y_NORMAL_hdd,Sum_Value_hdd,Delta_Full_hdd,Delta_Sub_hdd,VALUE_cdd,10Y_NORMAL_cdd,Sum_Value_cdd,Delta_Full_cdd,Delta_Sub_cdd,Month
2020-02-24 13:40:00,1.023,21.610,24.950,327.380,-4.980,-6.270,0.460,0.460,1.910,-0.530,-0.470,2
2020-02-25 13:40:00,0.995,25.360,24.690,322.440,0.420,2.950,0.320,0.460,2.150,-0.520,-0.780,2
2020-02-26 13:40:00,1.018,28.150,24.420,313.200,-14.010,-10.750,0.010,0.470,2.030,-0.280,-0.450,2
2020-02-27 13:40:00,1.043,28.120,24.090,288.520,-3.420,-3.290,0.000,0.480,2.500,-0.210,-0.140,2
2020-02-28 13:40:00,1.034,27.920,23.920,275.390,-4.250,-8.470,0.000,0.480,3.320,-0.040,-0.060,2
2020-03-02 13:40:00,0.960,16.620,23.160,262.920,0.920,0.990,0.620,0.530,3.610,-0.310,-0.470,3
2020-03-03 13:40:00,0.983,18.480,22.910,260.550,-9.120,-9.130,0.560,0.560,3.850,0.030,0.080,3
2020-03-04 13:40:00,0.983,19.380,22.560,253.950,-5.360,-2.270,0.600,0.570,4.820,0.470,0.340,3
2020-03-05 13:40:00,1.037,22.330,22.330,246.740,-10.660,-2.680,0.190,0.570,5.220,0.120,-0.250,3
2020-03-06 13:40:00,1.025,23.020,21.850,244.990,-3.750,-2.270,0.010,0.580,5.570,0.020,-0.370,3
2020-11-02 13:40:00,1.045,13.480,14.380,176.820,1.420,1.560,0.580,1.000,13.310,0.250,-0.200,11
2020-11-03 13:40:00,1.056,9.430,14.680,168.570,-6.760,-4.800,0.860,0.960,14.430,0.950,0.690,11
2020-11-04 13:40:00,0.998,7.550,15.020,170.370,-1.890,-1.770,1.460,0.910,15.300,0.000,-0.040,11
2020-11-05 13:40:00,1.042,7.000,15.410,169.230,-7.010,-5.130,1.140,0.820,16.070,0.770,0.360,11
2020-11-06 13:40:00,1.013,7.790,15.740,183.560,-1.950,-6.120,1.000,0.790,15.330,0.710,0.800,11
2020-11-09 13:40:00,0.995,10.260,16.770,216.960,0.750,-3.670,1.710,0.670,13.200,0.600,0.230,11
2020-11-10 13:40:00,0.967,13.560,17.080,236.770,11.590,2.310,1.650,0.640,10.300,-0.830,-0.220,11
2020-11-11 13:40:00,0.967,15.990,17.460,256.320,14.650,8.650,1.150,0.640,8.080,-0.700,-0.580,11
2020-11-12 13:40:00,1.023,18.840,17.710,253.450,-3.310,1.390,0.920,0.630,8.410,0.480,-0.000,11
2020-11-13 13:40:00,0.992,18.090,18.070,254.490,-7.660,-5.430,1.290,0.600,7.110,0.350,0.040,11
2020-11-16 13:40:00,1.071,19.900,18.980,245.630,-13.120,-6.940,0.360,0.490,5.780,0.220,0.090,11
2020-11-17 13:40:00,0.997,20.110,19.300,256.100,2.120,-0.710,0.280,0.470,5.990,-0.240,-0.400,11
2020-11-18 13:40:00,0.996,15.450,19.510,268.440,-3.780,0.560,0.390,0.470,5.580,-0.330,-0.320,11
2020-11-19 13:40:00,1.049,13.850,19.790,266.510,-1.880,-4.200,0.710,0.470,5.920,-0.630,-0.220,11
2020-11-20 13:40:00,0.978,16.330,20.180,283.730,5.880,2.180,0.780,0.460,5.030,-1.130,-0.500,11
2020-11-23 13:40:00,0.994,20.970,20.830,310.400,8.020,4.350,0.540,0.430,3.990,-0.380,-0.360,11
2020-11-24 13:40:00,0.982,17.520,21.120,323.720,8.800,6.860,0.600,0.430,2.980,-0.660,-0.340,11
2020-11-25 13:40:00,1.000,16.170,21.440,329.020,0.510,-0.760,0.560,0.400,2.290,-0.320,-0.300,11
2020-11-30 13:40:00,0.962,25.690,22.600,359.120,3.770,4.280,0.000,0.380,0.650,-0.350,-0.400,11
2020-12-01 13:40:00,1.020,25.590,22.850,353.910,9.050,7.230,0.020,0.380,0.880,-0.210,-0.190,12
2020-12-02 13:40:00,1.047,24.750,23.010,353.940,0.940,-1.280,0.060,0.380,1.270,0.090,-0.080,12
2020-12-03 13:40:00,1.099,22.500,23.210,350.630,-1.380,0.600,0.180,0.380,0.950,-0.430,-0.360,12
2020-12-04 13:40:00,0.982,24.760,23.460,343.420,-4.480,-4.580,0.170,0.370,0.990,-0.190,-0.210,12
2020-12-07 13:40:00,1.013,24.530,24.050,336.380,2.870,-0.950,0.000,0.370,0.870,-0.420,-0.280,12
2020-12-08 13:40:00,1.004,22.210,24.250,339.060,2.880,0.070,0.000,0.360,1.400,0.010,-0.080,12
2020-12-09 13:40:00,1.011,21.020,24.480,346.890,-3.610,-3.680,0.020,0.360,1.390,-0.360,-0.260,12
2020-12-10 13:40:00,0.946,21.130,24.660,365.160,5.510,-1.580,0.150,0.360,1.840,-0.100,-0.220,12
2020-12-11 13:40:00,0.989,21.430,24.890,371.600,6.300,0.670,0.200,0.350,1.970,-0.230,-0.190,12
2020-12-14 13:40:00,0.992,30.910,25.510,396.710,13.420,10.110,0.170,0.340,1.070,-0.330,-0.290,12
2020-12-15 13:40:00,1.002,29.640,25.660,390.470,2.670,-0.250,0.220,0.330,0.910,-0.210,-0.190,12
2020-12-16 13:40:00,0.998,29.600,25.800,388.120,4.590,3.580,0.070,0.330,0.690,-0.130,-0.160,12
2020-12-17 13:40:00,1.012,29.830,26.050,387.430,7.040,3.230,0.000,0.330,0.760,-0.160,-0.110,12
2020-12-18 13:40:00,0.982,28.700,26.260,393.610,5.340,2.440,0.070,0.330,0.680,-0.190,-0.170,12
2020-12-21 13:40:00,1.011,23.950,26.780,407.440,0.850,5.000,0.060,0.300,0.720,-0.150,-0.150,12
2020-12-22 13:40:00,0.977,24.840,27.000,411.250,-6.560,-2.590,0.160,0.300,0.960,0.010,-0.080,12
2020-12-23 13:40:00,1.057,27.340,27.100,409.280,-2.580,0.920,0.180,0.280,1.020,-0.100,-0.150,12
2020-12-24 13:40:00,1.000,30.730,27.320,414.700,6.600,4.310,0.000,0.280,0.750,-0.170,-0.150,12
2020-12-28 13:40:00,0.988,29.940,27.960,357.230,-2.810,-3.420,0.160,0.240,2.350,0.130,-0.010,12
2020-12-29 13:40:00,0.956,26.780,28.160,356.420,0.570,0.020,0.260,0.220,2.160,-0.160,-0.110,12
2020-12-30 13:40:00,1.007,28.320,28.280,367.410,6.380,3.290,0.360,0.200,2.020,-0.040,-0.150,12
2020-12-31 13:40:00,0.957,27.260,28.510,390.610,11.290,4.770,0.440,0.190,1.340,-0.250,-0.150,12
2021-01-04 13:40:00,1.013,26.780,29.040,402.390,1.120,-3.860,0.020,0.160,0.290,-0.150,-0.120,1
2021-01-05 13:40:00,0.962,27.090,29.110,405.060,-5.190,-3.250,0.020,0.160,0.280,-0.070,-0.050,1
2021-01-06 13:40:00,0.992,27.730,29.190,396.250,-1.070,1.530,0.090,0.160,0.540,0.060,0.030,1
2021-01-07 13:40:00,1.014,29.870,29.330,391.640,-2.670,-1.140,0.040,0.140,0.410,-0.080,-0.090,1
2021-01-08 13:40:00,0.993,30.810,29.470,389.210,-1.580,-1.300,0.000,0.140,0.520,-0.010,-0.050,1
2021-01-11 13:40:00,0.934,27.900,29.650,389.110,8.450,8.500,0.100,0.130,0.840,-0.210,-0.170,1
2021-01-12 13:40:00,1.020,25.310,29.740,391.650,-1.170,-0.420,0.060,0.130,0.710,-0.160,-0.170,1
2021-01-13 13:40:00,0.997,23.350,29.830,405.520,8.160,5.320,0.000,0.130,0.600,-0.220,-0.140,1
2021-01-14 13:40:00,1.026,24.420,29.910,404.640,-4.820,0.520,0.040,0.130,0.960,-0.100,-0.100,1
2021-01-15 13:40:00,0.971,25.140,29.970,426.550,7.120,4.620,0.000,0.130,0.710,-0.200,-0.240,1
2021-01-18 13:40:00,1.000,28.870,30.010,430.440,12.390,8.700,0.050,0.130,1.240,-0.190,-0.260,1
2021-01-19 13:40:00,1.039,29.170,30.010,427.000,-1.790,-3.680,0.070,0.130,1.760,0.140,-0.130,1
2021-01-20 13:40:00,1.003,25.430,30.020,429.700,12.770,3.730,0.080,0.150,1.780,-0.140,-0.200,1
2021-01-21 13:40:00,1.014,30.180,29.990,421.000,-1.390,-4.110,0.090,0.150,2.120,-0.100,-0.020,1
2021-01-22 13:40:00,1.021,33.260,30.020,401.800,-3.810,-1.960,0.090,0.150,2.130,-0.150,-0.100,1
2021-01-25 13:40:00,0.970,29.380,29.940,437.210,15.500,9.720,0.400,0.200,1.400,-0.600,-0.490,1
2021-01-26 13:40:00,0.998,32.060,29.920,441.170,5.290,2.160,0.320,0.210,1.400,-0.150,-0.040,1
2021-01-27 13:40:00,0.979,35.410,29.870,440.420,-1.190,-0.200,0.030,0.220,1.070,-0.160,-0.110,1
2021-01-28 13:40:00,0.996,34.910,29.740,429.080,6.670,6.860,0.000,0.220,1.730,-0.060,0.000,1
2021-01-29 13:40:00,1.045,30.560,29.670,418.610,-1.330,0.920,0.090,0.230,2.270,0.220,0.080,1
2021-02-01 13:40:00,0.970,29.650,29.480,468.280,6.500,6.410,0.000,0.260,1.000,-0.150,-0.090,2
2021-02-02 13:40:00,0.996,29.410,29.320,480.560,-11.840,-0.140,0.010,0.270,1.340,-0.090,-0.350,2
2021-02-03 13:40:00,1.020,28.670,29.190,484.810,-2.150,11.840,0.140,0.290,2.030,0.340,-0.200,2
2021-02-04 13:40:00,0.933,30.180,29.080,514.970,34.970,15.710,0.060,0.290,1.770,-0.560,-0.530,2
2021-02-05 13:40:00,1.029,34.190,28.980,508.500,-12.570,0.270,0.170,0.290,2.530,0.240,-0.120,2
2021-02-08 13:40:00,1.007,33.910,28.580,503.830,19.930,15.250,0.360,0.330,2.920,-0.290,-0.380,2
2021-02-09 13:40:00,1.024,34.490,28.420,482.150,-0.070,7.360,0.450,0.340,3.450,0.060,-0.300,2
2021-02-10 13:40:00,0.948,35.850,28.320,482.770,19.780,6.020,0.360,0.350,3.440,-0.450,-0.500,2
2021-02-11 13:40:00,1.047,38.210,28.040,464.850,-4.970,-8.480,0.350,0.350,3.160,-0.310,-0.400,2
2021-02-12 13:40:00,0.986,38.600,27.850,446.840,-0.300,-2.830,0.450,0.350,2.970,-0.310,-0.360,2
2021-02-15 13:40:00,1.000,38.410,27.320,404.770,3.500,-0.590,0.160,0.390,2.200,-0.120,-0.040,2
2021-02-16 13:40:00,0.991,40.450,27.060,400.500,2.140,2.230,0.210,0.410,1.920,-0.380,-0.350,2
2021-02-17 13:40:00,0.954,36.840,26.820,382.560,-1.980,1.410,0.520,0.410,2.550,0.280,0.050,2
2021-02-18 13:40:00,1.068,35.940,26.650,371.890,9.570,8.100,0.180,0.410,2.820,0.050,-0.140,2
2021-02-19 13:40:00,1.000,35.890,26.390,356.260,-9.380,-5.570,0.040,0.430,2.960,-0.180,-0.250,2
2021-02-22 13:40:00,1.025,21.520,25.540,322.980,9.050,4.190,0.150,0.460,5.070,-0.260,-0.500,2
2021-02-23 13:40:00,1.024,21.730,25.270,311.500,-6.810,-7.520,0.250,0.460,5.180,-0.600,-0.370,2
2021-02-24 13:40:00,1.022,25.480,24.950,309.430,-5.050,-3.860,0.190,0.460,4.510,-0.700,-0.460,2
2021-02-25 13:40:00,1.016,25.210,24.690,302.480,-9.890,-6.340,0.420,0.460,4.970,-0.220,-0.230,2
2021-02-26 13:40:00,1.001,19.320,24.420,293.950,-3.070,-3.690,0.800,0.470,4.770,-0.400,-0.410,2
2021-03-01 13:40:00,1.005,27.860,23.510,292.270,0.830,4.850,0.380,0.530,3.090,-0.220,-0.490,3
2021-03-02 13:40:00,0.977,21.500,23.160,295.660,3.160,0.270,0.200,0.530,2.540,-0.520,-0.490,3
2021-03-03 13:40:00,1.013,24.020,22.910,295.310,-8.170,-2.070,0.070,0.560,2.570,-0.370,-0.520,3
2021-03-04 13:40:00,1.020,25.260,22.560,289.590,-9.670,-3.070,0.110,0.570,3.600,0.300,0.000,3
2021-03-05 13:40:00,1.016,25.230,22.330,290.860,7.500,7.570,0.120,0.570,3.920,-0.210,-0.170,3
2021-03-08 13:40:00,1.011,15.830,21.280,277.390,-3.450,6.180,0.090,0.590,5.250,0.510,-0.010,3
2021-03-09 13:40:00,1.005,15.140,21.030,276.290,-0.340,-4.760,0.410,0.600,5.400,-0.680,-0.750,3
2021-03-10 13:40:00,0.987,15.020,20.710,273.500,1.040,-4.790,0.700,0.600,5.210,-0.590,-0.410,3
2021-03-11 13:40:00,1.009,18.070,20.470,277.470,-0.270,-1.070,0.770,0.610,5.260,-0.650,-0.720,3
2021-03-12 13:40:00,1.032,20.190,20.150,268.900,-2.280,-2.680,0.670,0.610,5.090,-0.550,-0.690,3
